user_id,timestamp,search_query,page_views,session_duration,clicked_game,purchased
10,2025-01-09 22:09:14.662148,fallout best price,14,870,1,0.0
10,2025-01-17 22:09:14.662148,shooter games xbox,5,1050,1,0.0
10,2025-01-20 22:09:14.662148,madden digital code,15,772,1,0.0
10,2025-01-23 22:09:14.662148,call of duty,8,556,1,0.0
10,2025-01-24 22:09:14.662148,cheap console,3,37,0,0.0
10,2025-02-06 22:09:14.662148,gears of war,12,1512,1,1.0
10,2025-02-18 22:09:14.662148,nba 2k,7,136,1,1.0
10,2025-03-13 22:09:14.662148,xbox series x games,11,807,1,0.0
10,2025-03-17 22:09:14.662148,halo,14,353,1,1.0
10,2025-03-21 22:09:14.662148,best headset,2,732,1,0.0
10,2025-03-22 22:09:14.662148,battlefield,5,1730,0,0.0
10,2025-03-24 22:09:14.662148,deal xbox,1,590,1,0.0
11,2025-02-06 22:09:14.662148,forza,10,1791,0,0.0
11,2025-02-20 22:09:14.662148,sale console,13,472,1,0.0
11,2025-03-08 22:09:14.662148,cheap controller,14,1488,1,0.0
11,2025-03-09 22:09:14.662148,call of duty,6,353,1,0.0
11,2025-03-13 22:09:14.662148,racing games xbox,11,1721,0,0.0
11,2025-03-15 22:09:14.662148,best headset,13,1293,1,0.0
12,2024-12-31 22:09:14.662148,battlefield review,6,117,1,0.0
12,2025-01-02 22:09:14.662148,elder scrolls,7,212,1,0.0
12,2025-01-04 22:09:14.662148,call of duty,8,334,1,0.0
12,2025-01-04 22:09:14.662148,xbox series x games buy,13,1665,0,0.0
12,2025-01-09 22:09:14.662148,xbox series x games gameplay,6,304,1,0.0
12,2025-01-11 22:09:14.662148,nba 2k,15,288,1,1.0
12,2025-01-14 22:09:14.662148,cheap controller,11,1328,1,0.0
12,2025-01-15 22:09:14.662148,rpg games xbox,2,668,0,0.0
12,2025-01-20 22:09:14.662148,star wars,12,1328,0,0.0
12,2025-01-22 22:09:14.662148,minecraft,9,1541,1,0.0
12,2025-01-24 22:09:14.662148,fallout digital code,3,1575,1,0.0
12,2025-01-29 22:09:14.662148,top rated game,5,1083,1,0.0
12,2025-02-17 22:09:14.662148,sea of thieves,13,507,0,0.0
12,2025-02-23 22:09:14.662148,call of duty,10,527,1,0.0
12,2025-02-25 22:09:14.662148,elder scrolls,15,1385,1,1.0
12,2025-03-08 22:09:14.662148,best game,6,761,1,0.0
12,2025-03-12 22:09:14.662148,sale xbox,8,281,1,0.0
12,2025-03-25 22:09:14.662148,madden,10,239,1,0.0
13,2024-12-29 22:09:14.662148,racing games xbox,7,131,1,1.0
13,2025-01-02 22:09:14.662148,minecraft,5,1230,1,0.0
13,2025-01-05 22:09:14.662148,call of duty digital code,1,1524,1,1.0
13,2025-01-15 22:09:14.662148,fallout,10,1627,0,0.0
13,2025-01-20 22:09:14.662148,new game,8,187,1,0.0
13,2025-01-24 22:09:14.662148,minecraft,4,1146,0,0.0
13,2025-01-25 22:09:14.662148,best xbox,1,400,1,0.0
13,2025-01-27 22:09:14.662148,call of duty,7,1691,1,0.0
13,2025-02-01 22:09:14.662148,nba 2k review,14,507,1,0.0
13,2025-02-08 22:09:14.662148,top rated controller,4,47,1,1.0
13,2025-02-22 22:09:14.662148,new headset,5,127,1,0.0
13,2025-02-26 22:09:14.662148,destiny,9,593,0,0.0
13,2025-03-09 22:09:14.662148,fallout,3,1707,0,0.0
13,2025-03-19 22:09:14.662148,halo,15,346,1,0.0
14,2025-01-26 22:09:14.662148,gears of war,9,1385,0,0.0
14,2025-02-04 22:09:14.662148,call of duty,4,1592,0,0.0
14,2025-02-15 22:09:14.662148,forza,6,1008,1,0.0
14,2025-02-19 22:09:14.662148,new game,14,936,1,0.0
14,2025-02-25 22:09:14.662148,gears of war,14,235,1,1.0
14,2025-03-04 22:09:14.662148,halo,2,607,1,0.0
14,2025-03-13 22:09:14.662148,fifa,3,192,0,0.0
14,2025-03-14 22:09:14.662148,fifa gameplay,14,1682,0,0.0
14,2025-03-19 22:09:14.662148,top rated controller,7,168,1,0.0
14,2025-03-23 22:09:14.662148,forza,3,1185,1,0.0
15,2024-12-28 22:09:14.662148,star wars,3,720,0,0.0
15,2024-12-31 22:09:14.662148,cheap controller,5,1528,1,1.0
15,2025-01-10 22:09:14.662148,gears of war,2,57,0,0.0
15,2025-01-12 22:09:14.662148,racing games xbox review,6,614,1,1.0
15,2025-01-29 22:09:14.662148,gears of war,5,1310,0,0.0
15,2025-02-05 22:09:14.662148,nba 2k,2,599,0,0.0
15,2025-02-21 22:09:14.662148,elder scrolls review,8,274,0,0.0
15,2025-02-24 22:09:14.662148,deal console,4,1539,0,0.0
15,2025-03-21 22:09:14.662148,assassin's creed gameplay,6,1550,1,0.0
16,2025-01-01 22:09:14.662148,sale headset,6,1650,1,0.0
16,2025-01-20 22:09:14.662148,deal game,6,894,1,0.0
16,2025-01-20 22:09:14.662148,best console,15,580,1,0.0
16,2025-01-21 22:09:14.662148,sea of thieves,15,1315,1,1.0
16,2025-01-23 22:09:14.662148,star wars,4,795,0,0.0
16,2025-01-27 22:09:14.662148,madden,12,717,0,0.0
16,2025-02-02 22:09:14.662148,best game,7,409,0,0.0
16,2025-03-01 22:09:14.662148,gears of war,8,1097,1,0.0
17,2025-01-05 22:09:14.662148,destiny,1,1729,1,1.0
17,2025-01-13 22:09:14.662148,xbox exclusives,12,615,1,1.0
17,2025-01-22 22:09:14.662148,sea of thieves,7,377,1,0.0
17,2025-01-28 22:09:14.662148,gears of war,4,555,1,0.0
17,2025-02-01 22:09:14.662148,sea of thieves gameplay,10,1320,1,0.0
17,2025-02-05 22:09:14.662148,forza best price,11,1076,1,0.0
17,2025-02-10 22:09:14.662148,xbox series x games best price,5,1085,1,0.0
17,2025-02-17 22:09:14.662148,xbox series x games,2,1466,1,0.0
17,2025-03-01 22:09:14.662148,rpg games xbox,13,1344,0,0.0
17,2025-03-13 22:09:14.662148,shooter games xbox best price,7,1783,1,0.0
17,2025-03-17 22:09:14.662148,best xbox games,6,1598,1,1.0
17,2025-03-23 22:09:14.662148,forza,13,1277,1,1.0
17,2025-03-25 22:09:14.662148,destiny review,6,805,1,1.0
18,2025-01-05 22:09:14.662148,deal xbox,2,23,1,0.0
18,2025-01-14 22:09:14.662148,halo review,14,77,1,1.0
18,2025-01-30 22:09:14.662148,new xbox,15,626,1,0.0
18,2025-02-05 22:09:14.662148,xbox series x games,13,1248,0,0.0
18,2025-02-06 22:09:14.662148,top rated xbox,1,348,0,0.0
18,2025-02-28 22:09:14.662148,call of duty,1,786,1,0.0
18,2025-02-28 22:09:14.662148,minecraft,12,1436,1,0.0
19,2025-01-02 22:09:14.662148,nba 2k,1,1108,0,0.0
19,2025-01-11 22:09:14.662148,call of duty,14,585,1,0.0
19,2025-01-21 22:09:14.662148,destiny,3,221,0,0.0
19,2025-01-27 22:09:14.662148,nba 2k,12,112,1,1.0
19,2025-02-04 22:09:14.662148,forza,11,1744,1,0.0
19,2025-02-04 22:09:14.662148,assassin's creed,1,248,1,1.0
19,2025-02-10 22:09:14.662148,minecraft,15,801,1,0.0
19,2025-02-18 22:09:14.662148,shooter games xbox review,10,297,1,0.0
19,2025-02-21 22:09:14.662148,shooter games xbox,6,434,0,0.0
19,2025-03-02 22:09:14.662148,minecraft,4,28,1,0.0
19,2025-03-03 22:09:14.662148,top rated xbox,3,678,1,0.0
19,2025-03-04 22:09:14.662148,sale console,13,174,0,0.0
19,2025-03-10 22:09:14.662148,best xbox games digital code,4,1363,1,0.0
19,2025-03-17 22:09:14.662148,cheap xbox,15,566,1,0.0
19,2025-03-23 22:09:14.662148,assassin's creed,1,1394,1,0.0
20,2024-12-31 22:09:14.662148,xbox series x games review,14,1512,0,0.0
20,2025-01-11 22:09:14.662148,sale controller,4,524,1,0.0
20,2025-01-19 22:09:14.662148,assassin's creed best price,7,1041,1,0.0
20,2025-01-31 22:09:14.662148,star wars,3,812,1,0.0
20,2025-02-01 22:09:14.662148,shooter games xbox,4,410,1,0.0
20,2025-02-15 22:09:14.662148,forza,14,1725,0,0.0
20,2025-02-17 22:09:14.662148,forza,4,467,0,0.0
20,2025-02-26 22:09:14.662148,battlefield,13,39,1,0.0
20,2025-03-10 22:09:14.662148,xbox series x games,3,14,1,0.0
20,2025-03-23 22:09:14.662148,new controller,9,210,1,0.0
21,2025-01-01 22:09:14.662148,top rated headset,2,780,0,0.0
21,2025-02-05 22:09:14.662148,top rated console,1,1548,1,1.0
21,2025-02-21 22:09:14.662148,deal xbox,10,1630,0,0.0
21,2025-03-01 22:09:14.662148,halo,8,280,1,0.0
21,2025-03-07 22:09:14.662148,destiny,4,1488,1,0.0
21,2025-03-13 22:09:14.662148,sea of thieves,3,554,0,0.0
21,2025-03-17 22:09:14.662148,xbox exclusives review,14,1076,1,1.0
21,2025-03-17 22:09:14.662148,racing games xbox buy,11,13,1,0.0
21,2025-03-18 22:09:14.662148,sea of thieves buy,1,922,1,0.0
21,2025-03-22 22:09:14.662148,cheap console,5,423,1,0.0
21,2025-03-24 22:09:14.662148,destiny,7,878,1,0.0
22,2025-01-03 22:09:14.662148,new xbox,6,1687,1,0.0
22,2025-01-15 22:09:14.662148,nba 2k buy,14,1585,1,1.0
22,2025-01-18 22:09:14.662148,top rated headset,1,1584,1,0.0
22,2025-01-19 22:09:14.662148,star wars review,10,223,1,0.0
22,2025-01-24 22:09:14.662148,fifa,9,1347,1,1.0
22,2025-01-30 22:09:14.662148,deal headset,4,1439,0,0.0
22,2025-02-01 22:09:14.662148,nba 2k,3,991,1,0.0
22,2025-02-01 22:09:14.662148,fifa,1,1708,1,0.0
22,2025-02-09 22:09:14.662148,sale controller,11,205,1,0.0
22,2025-03-03 22:09:14.662148,racing games xbox best price,5,210,1,0.0
22,2025-03-05 22:09:14.662148,top rated game,5,1065,0,0.0
22,2025-03-08 22:09:14.662148,rpg games xbox,15,1412,1,0.0
22,2025-03-09 22:09:14.662148,best game,12,1150,1,0.0
22,2025-03-11 22:09:14.662148,new console,9,765,0,0.0
22,2025-03-24 22:09:14.662148,destiny buy,6,1159,1,0.0
23,2025-01-05 22:09:14.662148,minecraft,8,262,0,0.0
23,2025-01-25 22:09:14.662148,minecraft,7,1551,0,0.0
23,2025-02-02 22:09:14.662148,sale console,9,11,0,0.0
23,2025-02-13 22:09:14.662148,fifa,7,491,1,0.0
23,2025-02-18 22:09:14.662148,xbox series x games,3,191,1,0.0
23,2025-02-28 22:09:14.662148,xbox exclusives,6,1082,0,0.0
23,2025-03-06 22:09:14.662148,sea of thieves,8,482,1,0.0
23,2025-03-08 22:09:14.662148,forza,2,64,0,0.0
24,2024-12-28 22:09:14.662148,deal xbox,5,1504,1,1.0
24,2025-01-04 22:09:14.662148,battlefield buy,3,1620,0,0.0
25,2024-12-31 22:09:14.662148,shooter games xbox,12,1697,0,0.0
25,2025-01-02 22:09:14.662148,nba 2k,7,108,1,1.0
25,2025-01-04 22:09:14.662148,fallout,2,1332,1,0.0
25,2025-01-06 22:09:14.662148,new console,7,819,1,0.0
25,2025-01-13 22:09:14.662148,elder scrolls,3,1268,1,0.0
25,2025-01-17 22:09:14.662148,fifa best price,15,498,1,0.0
25,2025-02-11 22:09:14.662148,elder scrolls,8,74,0,0.0
25,2025-02-19 22:09:14.662148,new xbox,10,45,0,0.0
25,2025-02-26 22:09:14.662148,madden,12,543,1,0.0
25,2025-03-02 22:09:14.662148,battlefield,3,497,0,0.0
25,2025-03-04 22:09:14.662148,new game,10,1139,1,0.0
25,2025-03-06 22:09:14.662148,star wars gameplay,15,62,1,1.0
25,2025-03-13 22:09:14.662148,destiny,6,1027,1,0.0
25,2025-03-20 22:09:14.662148,top rated console,5,1638,1,0.0
25,2025-03-21 22:09:14.662148,forza buy,8,358,0,0.0
25,2025-03-22 22:09:14.662148,halo gameplay,12,322,1,0.0
26,2025-01-20 22:09:14.662148,fifa,4,21,1,0.0
26,2025-01-23 22:09:14.662148,shooter games xbox digital code,11,1049,1,0.0
26,2025-02-04 22:09:14.662148,elder scrolls,6,1126,1,0.0
26,2025-02-06 22:09:14.662148,new controller,2,1689,1,0.0
26,2025-03-06 22:09:14.662148,nba 2k,4,1767,0,0.0
26,2025-03-08 22:09:14.662148,fallout,4,97,1,0.0
26,2025-03-11 22:09:14.662148,assassin's creed,1,381,1,1.0
26,2025-03-14 22:09:14.662148,racing games xbox,15,828,0,0.0
27,2025-01-15 22:09:14.662148,sea of thieves buy,11,421,1,0.0
27,2025-01-27 22:09:14.662148,xbox exclusives,6,408,1,0.0
27,2025-01-29 22:09:14.662148,call of duty,7,1424,1,0.0
27,2025-02-25 22:09:14.662148,call of duty best price,10,964,0,0.0
27,2025-02-27 22:09:14.662148,cheap xbox,2,594,1,0.0
27,2025-03-06 22:09:14.662148,gears of war,9,1320,1,0.0
27,2025-03-12 22:09:14.662148,minecraft,7,212,1,0.0
27,2025-03-26 22:09:14.662148,fallout,15,1401,1,0.0
28,2025-01-09 22:09:14.662148,new console,14,612,1,0.0
28,2025-01-09 22:09:14.662148,xbox series x games,10,477,1,0.0
28,2025-01-13 22:09:14.662148,minecraft,11,1075,1,0.0
28,2025-01-14 22:09:14.662148,sale console,10,1343,1,1.0
28,2025-01-28 22:09:14.662148,deal game,13,1485,1,0.0
28,2025-02-02 22:09:14.662148,sale headset,13,149,1,0.0
28,2025-02-17 22:09:14.662148,best controller,11,1338,1,0.0
28,2025-03-06 22:09:14.662148,sale controller,12,1627,1,0.0
28,2025-03-22 22:09:14.662148,gears of war best price,11,166,1,0.0
29,2024-12-29 22:09:14.662148,forza review,5,1221,1,0.0
29,2025-01-11 22:09:14.662148,xbox series x games buy,10,1273,0,0.0
29,2025-01-22 22:09:14.662148,halo,10,16,1,0.0
29,2025-02-03 22:09:14.662148,star wars,11,1329,1,0.0
29,2025-02-06 22:09:14.662148,racing games xbox,13,1350,1,0.0
29,2025-02-07 22:09:14.662148,best headset,1,63,1,0.0
29,2025-02-10 22:09:14.662148,cheap xbox,13,317,1,0.0
29,2025-02-14 22:09:14.662148,rpg games xbox,3,91,1,0.0
29,2025-02-23 22:09:14.662148,destiny,4,1200,1,0.0
29,2025-03-02 22:09:14.662148,assassin's creed,11,905,1,0.0
29,2025-03-10 22:09:14.662148,battlefield,10,155,1,0.0
30,2025-01-08 22:09:14.662148,top rated console,10,936,0,0.0
30,2025-01-23 22:09:14.662148,star wars,14,1088,1,0.0
30,2025-01-26 22:09:14.662148,deal headset,6,1552,0,0.0
30,2025-02-02 22:09:14.662148,shooter games xbox,9,779,1,1.0
30,2025-02-04 22:09:14.662148,cheap controller,1,609,0,0.0
30,2025-02-24 22:09:14.662148,call of duty,7,947,1,0.0
30,2025-03-01 22:09:14.662148,racing games xbox,13,1176,1,0.0
31,2025-01-26 22:09:14.662148,fallout,3,258,1,0.0
31,2025-02-01 22:09:14.662148,shooter games xbox best price,6,678,1,1.0
31,2025-02-15 22:09:14.662148,madden best price,10,668,1,0.0
31,2025-03-05 22:09:14.662148,nba 2k,2,485,1,1.0
31,2025-03-14 22:09:14.662148,minecraft,11,1199,0,0.0
31,2025-03-20 22:09:14.662148,top rated console,12,1459,1,0.0
32,2025-01-29 22:09:14.662148,minecraft,14,1400,1,0.0
32,2025-01-31 22:09:14.662148,best xbox games,3,100,1,0.0
32,2025-02-03 22:09:14.662148,racing games xbox buy,3,523,1,0.0
32,2025-02-07 22:09:14.662148,best controller,11,252,1,0.0
32,2025-02-20 22:09:14.662148,racing games xbox best price,6,1189,1,1.0
32,2025-03-24 22:09:14.662148,sea of thieves,6,1178,0,0.0
33,2024-12-29 22:09:14.662148,cheap console,3,44,1,1.0
33,2025-01-05 22:09:14.662148,fallout,4,938,1,0.0
33,2025-01-14 22:09:14.662148,new headset,8,445,1,0.0
33,2025-01-26 22:09:14.662148,elder scrolls,1,483,1,0.0
33,2025-03-11 22:09:14.662148,sea of thieves,15,756,0,0.0
33,2025-03-15 22:09:14.662148,new console,7,683,0,0.0
34,2024-12-30 22:09:14.662148,halo digital code,15,1505,1,1.0
34,2025-02-23 22:09:14.662148,sea of thieves review,15,1635,1,1.0
34,2025-02-27 22:09:14.662148,battlefield,12,419,0,0.0
34,2025-03-24 22:09:14.662148,halo,12,789,1,0.0
35,2025-01-05 22:09:14.662148,forza best price,1,351,0,0.0
35,2025-01-08 22:09:14.662148,madden,12,156,0,0.0
35,2025-01-26 22:09:14.662148,deal game,13,677,1,0.0
35,2025-01-29 22:09:14.662148,forza,14,188,1,0.0
35,2025-02-17 22:09:14.662148,xbox series x games,15,192,0,0.0
35,2025-02-19 22:09:14.662148,deal headset,2,1274,0,0.0
35,2025-02-26 22:09:14.662148,xbox exclusives,10,438,1,0.0
35,2025-02-27 22:09:14.662148,new controller,3,1494,1,0.0
35,2025-03-06 22:09:14.662148,sea of thieves,13,133,1,0.0
35,2025-03-06 22:09:14.662148,best xbox games gameplay,15,474,1,0.0
35,2025-03-23 22:09:14.662148,sale game,4,1283,1,0.0
36,2025-01-14 22:09:14.662148,cheap headset,13,857,1,0.0
36,2025-01-15 22:09:14.662148,top rated headset,6,1599,0,0.0
36,2025-02-02 22:09:14.662148,new controller,8,884,1,0.0
36,2025-02-19 22:09:14.662148,top rated game,12,479,1,0.0
36,2025-02-24 22:09:14.662148,sale headset,2,814,1,0.0
36,2025-03-10 22:09:14.662148,fallout,5,68,1,1.0
37,2025-01-03 22:09:14.662148,rpg games xbox,11,352,0,0.0
37,2025-01-27 22:09:14.662148,cheap headset,11,1319,1,0.0
37,2025-02-16 22:09:14.662148,top rated game,5,1065,1,0.0
37,2025-03-05 22:09:14.662148,fifa gameplay,15,558,1,0.0
37,2025-03-18 22:09:14.662148,halo,8,652,0,0.0
37,2025-03-19 22:09:14.662148,halo,11,1400,1,0.0
38,2025-01-16 22:09:14.662148,gears of war digital code,12,1116,0,0.0
38,2025-01-17 22:09:14.662148,deal xbox,6,541,1,0.0
38,2025-01-21 22:09:14.662148,star wars,5,526,1,1.0
38,2025-02-16 22:09:14.662148,best headset,10,838,0,0.0
38,2025-02-21 22:09:14.662148,racing games xbox buy,13,983,1,0.0
38,2025-03-26 22:09:14.662148,fallout digital code,3,1568,1,0.0
39,2025-01-08 22:09:14.662148,minecraft,13,371,1,0.0
39,2025-01-12 22:09:14.662148,xbox exclusives,13,828,1,0.0
39,2025-01-17 22:09:14.662148,destiny,9,803,0,0.0
39,2025-01-20 22:09:14.662148,deal controller,10,1374,1,0.0
39,2025-01-21 22:09:14.662148,xbox exclusives best price,5,570,0,0.0
39,2025-01-23 22:09:14.662148,top rated console,14,780,1,0.0
39,2025-01-26 22:09:14.662148,sale controller,1,1128,1,0.0
39,2025-01-28 22:09:14.662148,sale xbox,14,311,1,0.0
39,2025-02-04 22:09:14.662148,racing games xbox,1,1284,0,0.0
39,2025-02-05 22:09:14.662148,best headset,15,1127,1,0.0
39,2025-02-08 22:09:14.662148,cheap game,2,475,1,0.0
39,2025-02-21 22:09:14.662148,shooter games xbox,1,226,1,0.0
39,2025-02-24 22:09:14.662148,sea of thieves,13,1479,1,0.0
39,2025-03-05 22:09:14.662148,deal headset,2,1580,0,0.0
39,2025-03-05 22:09:14.662148,fallout,14,1774,1,1.0
39,2025-03-09 22:09:14.662148,sale xbox,13,1381,1,1.0
39,2025-03-13 22:09:14.662148,destiny,8,489,0,0.0
39,2025-03-20 22:09:14.662148,xbox exclusives gameplay,5,1032,1,0.0
39,2025-03-23 22:09:14.662148,gears of war,8,441,1,0.0
40,2024-12-31 22:09:14.662148,madden,13,1105,1,0.0
40,2025-01-05 22:09:14.662148,top rated xbox,2,192,1,0.0
40,2025-01-18 22:09:14.662148,top rated game,3,171,0,0.0
40,2025-01-26 22:09:14.662148,elder scrolls buy,6,879,0,0.0
40,2025-02-07 22:09:14.662148,destiny,12,81,1,0.0
40,2025-02-10 22:09:14.662148,top rated headset,9,1540,0,0.0
40,2025-02-10 22:09:14.662148,forza best price,14,1058,1,0.0
40,2025-02-20 22:09:14.662148,deal xbox,5,1702,1,0.0
40,2025-03-04 22:09:14.662148,star wars,4,741,1,0.0
40,2025-03-25 22:09:14.662148,destiny,15,1199,1,0.0
41,2024-12-28 22:09:14.662148,rpg games xbox,8,1041,1,0.0
41,2024-12-29 22:09:14.662148,elder scrolls review,13,1668,1,0.0
41,2024-12-30 22:09:14.662148,new xbox,4,1462,1,0.0
41,2025-01-07 22:09:14.662148,star wars,4,931,1,0.0
41,2025-01-09 22:09:14.662148,top rated headset,13,500,1,0.0
41,2025-01-10 22:09:14.662148,battlefield,5,1074,1,0.0
41,2025-01-16 22:09:14.662148,deal controller,9,1020,0,0.0
41,2025-01-18 22:09:14.662148,battlefield,6,329,1,0.0
41,2025-01-27 22:09:14.662148,top rated controller,12,219,0,0.0
41,2025-02-14 22:09:14.662148,new game,5,1709,0,0.0
41,2025-03-04 22:09:14.662148,star wars,4,1738,0,0.0
41,2025-03-20 22:09:14.662148,halo review,14,311,1,0.0
42,2025-01-11 22:09:14.662148,star wars,7,396,1,0.0
42,2025-01-18 22:09:14.662148,assassin's creed,13,810,1,1.0
42,2025-01-30 22:09:14.662148,new console,1,1778,1,1.0
42,2025-02-22 22:09:14.662148,sea of thieves,6,435,1,0.0
42,2025-02-28 22:09:14.662148,deal xbox,2,1265,1,0.0
42,2025-03-02 22:09:14.662148,star wars,11,14,0,0.0
42,2025-03-12 22:09:14.662148,halo,11,1280,1,0.0
42,2025-03-18 22:09:14.662148,minecraft,3,919,1,1.0
42,2025-03-26 22:09:14.662148,best controller,3,624,1,0.0
43,2024-12-31 22:09:14.662148,call of duty,8,1544,1,0.0
43,2025-01-06 22:09:14.662148,new console,6,914,0,0.0
43,2025-01-21 22:09:14.662148,gears of war review,15,152,1,0.0
43,2025-01-23 22:09:14.662148,sea of thieves,8,662,1,0.0
43,2025-01-31 22:09:14.662148,nba 2k,1,756,1,0.0
